customer_id,purchase_count,avg_spend,total_spend,days_since_last_purchase,club_member_status,fashion_news_frequency,age,age_group
0000423b00ade91418cceaf3b26c6af3dd342b51fd051eec9c12fb36984420fa,3,0.04235593220338977,0.12706779661016931,0,ACTIVE,NONE,25.0,Adults
000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,2,0.0406610169491525,0.081322033898305,1,ACTIVE,NONE,24.0,Adults
00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,5,0.01727118644067794,0.0863559322033897,1,ACTIVE,Regularly,32.0,Middle Aged
0006d37aaf7dd84f9bbc02f6cadcb74fd72ebf370bdc5f110a8a4092aa7e173e,2,0.0135423728813559,0.0270847457627118,0,PRE-CREATE,NONE,35.0,Middle Aged
00083cda041544b2fbb0e0d2905ad17da7cf1007526fb4c73235dccbbc132280,5,0.0381186440677966,0.19059322033898302,1,ACTIVE,NONE,29.0,Adults
0008968c0d451dbc5a9968da03196fe20051965edde7413775c4eb3be9abe9c2,2,0.02142372881355925,0.0428474576271185,1,ACTIVE,Regularly,50.0,Middle Aged
000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,30,0.023768361581920857,0.7130508474576257,1,ACTIVE,NONE,22.0,Adults
000ca60ca6d8de6d3b4689e2da829d69db5947bd89084cd3a0849f4ea57375fd,1,0.0338813559322033,0.0338813559322033,0,ACTIVE,Regularly,51.0,Senior Citizens
000fb6e772c5d0023892065e659963da90b1866035558ec16fca51b0dcfb7e59,13,0.021234680573663584,0.2760508474576266,0,ACTIVE,Regularly,42.0,Middle Aged
001127bffdda108579e6cb16080440e89bf1250a776c6e55f56e35e9ee029a8d,1,0.0338813559322033,0.0338813559322033,1,ACTIVE,NONE,26.0,Adults
001521e8394eb81ba43ab5b84ae7e756d51ac813be212a96e8779e0e42c029c0,34,0.02296410767696905,0.7807796610169477,0,PRE-CREATE,NONE,41.0,Middle Aged
001597a203568914926b852124d1def6d8bfd56358b25b93e2e71c588615e56e,4,0.013118644067796576,0.052474576271186305,0,ACTIVE,Regularly,28.0,Adults
0018a4640de2338492de0fcc8325d6f6687d0c7980d804d8d8e4c5bfd24456d7,2,0.04235593220338975,0.0847118644067795,0,ACTIVE,Regularly,33.0,Middle Aged
001ea4e9c54f7e9c88811260d954edc059d596147e1cf8adc73323aebf571fd8,2,0.01099999999999995,0.0219999999999999,1,ACTIVE,NONE,25.0,Adults
001ea5b25c75e6490705b22abb670e08007967c631a4c5a9c1473857d2fa41e2,1,0.0338813559322033,0.0338813559322033,0,ACTIVE,NONE,21.0,Adults
001fd23db1109a94bba1319bb73df0b479059027c182da490e1161b34cd3af61,2,0.01926271186440675,0.0385254237288135,1,ACTIVE,NONE,53.0,Senior Citizens
0021da829b898f82269fc51feded4eac2129058ee95bd75bb1591e2eb14ecc79,4,0.020576271186440627,0.08230508474576251,1,ACTIVE,Regularly,41.0,Middle Aged
00228762ecff5b8d1ea6a2e52b96dafa198febddbc3bf350eb611f28e61ea6ce,1,0.1342372881355932,0.1342372881355932,1,ACTIVE,Regularly,45.0,Middle Aged
00282135561702f5b3b750fa3382d8fd83ce5d761a507e25464e2e2420dbbf5a,1,0.020322033898305,0.020322033898305,0,ACTIVE,Regularly,55.0,Senior Citizens
002975c14a1aecac230ebf40c314fcad04ee3140e9bef259acc390c3fac257cb,32,0.02482097457627115,0.7942711864406768,0,ACTIVE,NONE,43.0,Middle Aged
002b3c0a44a22c45a8d62ea9d2b88d1a89e335f8b8400335a85c3b5845794cb9,3,0.017497175141242865,0.0524915254237286,1,ACTIVE,NONE,38.0,Middle Aged
003196ef5dd1157363447341390873d610f4e399fd6b01596df29ef005d72d63,1,0.0050677966101694,0.0050677966101694,0,ACTIVE,NONE,30.0,Adults
00357b192b81fc83261a45be87f5f3d59112db7d117513c1e908e6a7021edc35,7,0.014268765133171856,0.099881355932203,0,ACTIVE,NONE,47.0,Middle Aged
003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,4,0.0241355932203389,0.0965423728813556,1,ACTIVE,Regularly,27.0,Adults
003f9ad3bf263be16ef8b274e4f2fd8b93d950c64178eb5f4569209ce3ae4e0c,2,0.0406610169491525,0.081322033898305,0,ACTIVE,Regularly,32.0,Middle Aged
00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,11,0.024713405238828926,0.2718474576271182,1,ACTIVE,Regularly,28.0,Adults
00402f4463c8dc1b3ee54abfdea280e96cd87320449eca8953eb06769a5c20d4,2,0.03811864406779655,0.0762372881355931,1,ACTIVE,Regularly,21.0,Adults
004115a4fedc5adc9ee1d88e7e8cc5f4e25a8770c46297286f35d0aeb83c15e4,13,0.006241199478487568,0.08113559322033839,0,ACTIVE,Regularly,37.0,Middle Aged
00420ecbf31e3b8acc308220be04c9c1e9b3911bf15e1041844a3b72a5e1000e,2,0.0135423728813559,0.0270847457627118,0,ACTIVE,Regularly,59.0,Senior Citizens
00431780e2f29c24410f3e126fdf48e999263e02a474732aca9a7e764253401d,1,0.0169322033898305,0.0169322033898305,0,ACTIVE,NONE,32.0,Middle Aged
0045c79125b4dc958579f902b49eacd8598f9eeaa1220506d1cae1275f122084,4,0.03811864406779655,0.1524745762711862,1,ACTIVE,NONE,55.0,Senior Citizens
004888668b9458668aa3234d17337671673599f7f84d36f77fd366b5139058c5,1,0.0423559322033898,0.0423559322033898,1,ACTIVE,Regularly,23.0,Adults
0049cd9153c0d3363c12f6b498c32110ef7991c1cda0081f170e6c6ccc8d442f,14,0.015237288135593186,0.2133220338983046,0,ACTIVE,Regularly,37.0,Middle Aged
005055559811608e46d4819842ec9eaf7b733a48b125e7c8d0c67d9acd467b37,6,0.036706214689265465,0.2202372881355928,0,ACTIVE,NONE,39.0,Middle Aged
0051a1d00ec9a4ff1a2f9aa32a4bb054cc9ba08e80be590aec39391ff3dc56e8,2,0.0243474576271186,0.0486949152542372,0,ACTIVE,NONE,20.0,Adults
0053ed9ca8aec99187532961a73a12e26a671930890fd1ece01539d89a492fbc,6,0.03105649717514118,0.1863389830508471,0,ACTIVE,NONE,60.0,Senior Citizens
0054b790410656627e6f654cfa97905c61d31855e1f620d8bfb5019381831be4,3,0.020887005649717464,0.0626610169491524,0,ACTIVE,Regularly,47.0,Middle Aged
00565e0aa059c5dd9681ebb78ad54f931ff180fdf49fb72bc19be5ed61924307,4,0.024559322033898254,0.09823728813559301,0,ACTIVE,NONE,21.0,Adults
005777ba7b5f41487cc933ed6bb184801e1a42d3bb35fc3e0669f2d674e5c661,3,0.022581920903954767,0.0677457627118643,0,ACTIVE,Regularly,27.0,Adults
